VESSEL,CRUISE,YEAR,HAUL,STRATUM,STATIONID,LATITUDE,LONGITUDE,SPECIES_CODE,CPUE_KGHA,CPUE_NOHA,AREA_FISHED
37,198901,1989,155,43,O-24,59.65950,-172.56983,10130,10.461864234,43.001995358,3.069625
37,198901,1989,155,43,O-24,59.65950,-172.56983,10130,5.8072240094,23.455633831,3.069625
37,198901,1989,156,43,PO2524,59.82683,-172.87867,10130,1.789940711,8.6732439055,4.6118846
37,198901,1989,156,43,PO2524,59.82683,-172.87867,10130,5.6061680294,32.524664646,4.6118846
37,198901,1989,157,43,P-24,59.99083,-172.64433,10130,0.2711859729,1.6100948346,4.34757
37,198901,1989,157,43,P-24,59.99083,-172.64433,10130,4.3088437909,28.061652831,4.34757
37,198901,1989,158,43,QP2524,60.16367,-172.98767,10130,0.5872591825,2.5891186405,4.24855
37,198901,1989,159,41,R-24,60.65300,-172.77133,10130,1.0972347219,7.4436105791,4.298989
37,198901,1989,160,41,S-24,60.97467,-172.82500,10130,0.0918454771,0.4046056258,4.943085
37,198901,1989,160,41,S-24,60.97467,-172.82500,10130,10.075489295,81.123427981,4.943085
37,198901,1989,161,41,S-25,60.99250,-173.47867,10130,20.95026005,119.94825993,4.743712
37,198901,1989,162,41,S-26,60.99717,-174.13883,10130,0.3894656205,1.2881994064,2.328832
37,198901,1989,162,41,S-26,60.99717,-174.13883,10130,7.0700677421,60.974771903,2.328832
37,198901,1989,163,43,Q-26,60.33900,-174.03683,10130,0.2021617533,1.7831246156,4.4865064
37,198901,1989,163,43,Q-26,60.33900,-174.03683,10130,2.5275791426,16.493902695,4.4865064
37,198901,1989,164,43,P-26,60.01767,-173.95150,10130,1.407610705,13.223336761,3.70557
37,198901,1989,164,43,P-26,60.01767,-173.95150,10130,8.3236856948,71.513964113,3.70557
37,198901,1989,165,61,G-26,57.00650,-173.24233,10130,1.4988525148,16.0085576,4.872394
37,198901,1989,167,61,H-26,57.41350,-173.37367,10130,79.415999921,304.94996953,4.06952
37,198901,1989,168,61,I-26,57.67533,-173.40567,10130,20.651859915,50.239685165,4.7771
37,198901,1989,169,61,J-26,57.99017,-173.47933,10130,13.838309792,42.272892164,3.051601
37,198901,1989,170,61,K-26,58.31967,-173.56267,10130,18.4330599,71.714177484,4.7689315
37,198901,1989,171,61,L-26,58.68283,-173.65267,10130,65.034334848,105.01997384,4.1896792
37,198901,1989,172,61,M-26,58.99017,-173.70983,10130,26.448326823,46.392062045,3.297978
37,198901,1989,173,62,N-26,59.32717,-173.78950,10130,9.2788091404,66.384487537,3.329091
37,198901,1989,174,82,T-25,61.32767,-173.55817,10130,5.6609895916,24.960271568,4.80764
37,198901,1989,175,82,T-26,61.33467,-174.20100,10130,9.8582267979,78.494442826,4.739189
37,198901,1989,176,82,U-26,61.64533,-174.30867,10130,5.2191919306,55.108853106,4.953832
37,198901,1989,177,82,U-25,61.66733,-173.66900,10130,0.2891113094,1.2750223129,6.2744
37,198901,1989,178,82,U-28,61.66550,-175.75133,10130,17.48733964,156.76993993,2.736494
37,198901,1989,179,90,U-29,61.66783,-176.43083,10130,12.710196317,92.923619138,2.5074357
37,198901,1989,182,90,S-31,60.99667,-177.65783,10130,0.1254067856,0.6376616217,4.7046896
37,198901,1989,182,90,S-31,60.99667,-177.65783,10130,1.0123941014,9.3523704518,4.7046896
37,198901,1989,183,90,S-30,60.99633,-176.95733,10130,4.3803355599,26.422778961,4.276613
37,198901,1989,183,90,S-30,60.99633,-176.95733,10130,1.6969036011,12.15915492,4.276613
37,198901,1989,184,90,S-29,61.00000,-176.30533,10130,1.6419096083,12.410503464,4.8346145
37,198901,1989,184,90,S-29,61.00000,-176.30533,10130,6.0985214023,39.299927636,4.8346145
37,198901,1989,185,90,S-28,60.99900,-175.59733,10130,1.9018401414,9.1785638063,4.7937783
37,198901,1989,185,90,S-28,60.99900,-175.59733,10130,6.453156167,57.783231235,4.7937783
37,198901,1989,186,61,R-28,60.68150,-175.45783,10130,2.6634774593,20.29233921,4.63229
37,198901,1989,186,61,R-28,60.68150,-175.45783,10130,4.8861362307,32.597268306,4.63229
37,198901,1989,187,61,Q-28,60.34350,-175.40783,10130,3.5075330387,32.454972537,4.590976
37,198901,1989,187,61,Q-28,60.34350,-175.40783,10130,2.0450989071,27.009507347,4.590976
37,198901,1989,188,61,Q-29,60.33800,-176.00050,10130,9.3733776049,86.102539834,3.135796
37,198901,1989,188,61,Q-29,60.33800,-176.00050,10130,0.6218516766,4.1456778438,3.135796
37,198901,1989,189,61,Q-30,60.33300,-176.70367,10130,1.1484704874,44.101266717,4.8978185
37,198901,1989,189,61,Q-30,60.33300,-176.70367,10130,1.4724922943,12.454524397,4.8978185
37,198901,1989,190,61,Q-31,60.32967,-177.33983,10130,3.0126397166,29.952757989,4.6072552
37,198901,1989,190,61,Q-31,60.32967,-177.33983,10130,0.4529812023,13.674085169,4.6072552
37,198901,1989,191,61,O-31,59.67000,-177.09000,10130,6.0277300113,13.697527837,4.8913936
37,198901,1989,192,61,O-30,59.65933,-176.54383,10130,3.8896908899,10.616971617,4.8978185
37,198901,1989,193,61,O-29,59.66233,-175.88583,10130,4.0221934723,28.936643685,2.142612
37,198901,1989,194,61,O-28,59.66683,-175.12883,10130,4.8927067721,66.787140635,3.1892367
37,198901,1989,195,61,M-28,59.01417,-174.99317,10130,13.435421764,57.414598321,4.92906
37,198901,1989,196,61,M-29,59.00033,-175.72100,10130,32.634871115,224.40744944,3.3510474
37,198901,1989,197,61,M-30,58.99700,-176.29150,10130,120.87957083,615.92321583,3.4484818
37,198901,1989,198,61,L-31,58.68733,-176.78717,10130,18.181423224,89.218113786,3.0935422
37,198901,1989,199,61,L-30,58.66700,-176.19350,10130,13.089818812,120.22646355,5.3815107
37,198901,1989,200,61,L-29,58.66533,-175.52850,10130,7.2854937903,68.147517106,4.7690659
37,198901,1989,201,61,L-28,58.68850,-174.90183,10130,4.2483824102,19.401042973,4.484295
37,198901,1989,202,50,C-18,55.67817,-168.19533,10130,9.2971448601,75.538059586,4.527519
78,198901,1989,13,10,G-15,57.01350,-159.10900,10130,0,0,3.8467496
78,198901,1989,14,10,H-15,57.34900,-159.06417,10130,0.2511994739,0.4613397133,4.5681772
78,198901,1989,15,10,I-15,57.69600,-158.99367,10130,0.1729989509,0.4765811318,4.4220835
78,198901,1989,16,10,K-13,58.26767,-159.97317,10130,0,0,4.636305
78,198901,1989,17,10,J-13,58.00650,-160.21517,10130,0,0,5.438736
78,198901,1989,18,31,I-13,57.66400,-160.27233,10130,5.3352306209,9.8732996163,4.90941
78,198901,1989,19,31,H-13,57.33517,-160.29933,10130,1.4742502676,4.4426257073,4.506586
78,198901,1989,20,31,G-13,56.99717,-160.33400,10130,8.1527400075,23.820691692,4.866
78,198901,1989,21,31,F-13,56.68133,-160.38233,10130,3.5566233958,8.2297494697,4.609456
78,198901,1989,22,10,E-11,56.33867,-161.62600,10130,21.65029546,71.822017981,4.43081
78,198901,1989,23,31,F-11,56.67717,-161.58733,10130,14.841915497,42.264590878,4.637352
78,198901,1989,24,31,G-11,57.02183,-161.56583,10130,15.756238016,52.432495607,3.858642
78,198901,1989,25,31,H-11,57.31500,-161.53083,10130,16.193036541,44.595548693,4.5603648
78,198901,1989,26,10,I-11,57.66733,-161.50433,10130,8.9295704932,15.758342281,4.4802068
78,198901,1989,27,10,J-11,58.01850,-161.49167,10130,0,0,4.70322
78,198901,1989,28,10,K-11,58.24750,-161.54367,10130,0,0,2.380742
78,198901,1989,31,10,L-09,58.69217,-162.70400,10130,0,0,4.8433018
78,198901,1989,32,10,K-09,58.35800,-162.73167,10130,0,0,3.704748
78,198901,1989,33,10,J-09,58.00683,-162.73833,10130,0,0,4.19641
78,198901,1989,34,10,I-09,57.67967,-162.77383,10130,0.3648553845,0.4468528898,4.716276
78,198901,1989,35,10,H-09,57.34300,-162.76783,10130,1.5439671313,3.4973583463,4.519443
78,198901,1989,36,31,G-09,56.98600,-162.77933,10130,15.735679188,36.915245127,4.738448
78,198901,1989,37,31,F-09,56.63800,-162.78900,10130,12.416066215,29.895157645,4.511728
78,198901,1989,38,31,E-09,56.32900,-162.79283,10130,23.326912095,57.257903765,5.005728
78,198901,1989,39,31,B-07,55.35033,-163.99633,10130,12.939784124,26.942318176,4.654208
78,198901,1989,40,31,C-07,55.68083,-163.98600,10130,23.443566097,63.574814654,4.4752
78,198901,1989,42,31,D-07,56.10267,-164.00867,10130,20.295058287,53.978948146,5.1341094
78,198901,1989,43,31,E-07,56.33467,-164.00633,10130,4.8410701518,11.493616335,5.1341094
78,198901,1989,44,31,F-07,56.70000,-164.01583,10130,17.948102895,35.186161689,5.0012477
78,198901,1989,45,31,G-07,57.02250,-164.00033,10130,6.6728044418,23.346405819,4.197558
78,198901,1989,46,31,H-07,57.33733,-163.99600,10130,8.6337665113,36.232688266,4.36239
78,198901,1989,47,10,I-07,57.64483,-164.00383,10130,2.4145715488,4.8591816752,4.7708233
78,198901,1989,48,10,J-07,58.00883,-163.99450,10130,0,0,4.039422
78,198901,1989,49,10,K-07,58.35183,-163.99817,10130,0,0,4.19881
78,198901,1989,50,10,L-07,58.67617,-163.99950,10130,0,0,4.261275
78,198901,1989,51,10,M-07,58.99983,-163.99467,10130,0,0,3.897529
78,198901,1989,52,10,N-07,59.35550,-164.01517,10130,0,0,3.948
78,198901,1989,54,20,N-05,59.32083,-165.31133,10130,0,0,3.000375
78,198901,1989,55,10,M-05,59.00483,-165.30500,10130,0,0,3.804528
78,198901,1989,56,10,L-05,58.65967,-165.30633,10130,0,0,3.963232
78,198901,1989,57,10,K-05,58.33050,-165.30250,10130,0,0,4.143308
78,198901,1989,58,10,J-05,57.99683,-165.25067,10130,0,0,3.91092
78,198901,1989,59,31,I-05,57.67233,-165.25150,10130,7.2870435502,42.076036378,4.407696
78,198901,1989,60,31,H-05,57.32417,-165.25100,10130,2.4587456517,10.163839273,4.665396
78,198901,1989,61,31,G-05,56.99700,-165.21900,10130,21.436950007,52.413080702,4.744671
78,198901,1989,62,31,F-05,56.65050,-165.22300,10130,38.546457692,80.396305113,4.574284
78,198901,1989,63,31,E-05,56.33417,-165.19983,10130,31.153548205,80.139039462,5.233265
78,198901,1989,64,31,D-05,55.99483,-165.19033,10130,36.254348406,96.867362339,4.54708
78,198901,1989,65,50,A-05,55.01233,-165.14200,10130,18.101320093,50.654495434,4.950998
78,198901,1989,66,50,B-05,55.37233,-165.20233,10130,41.208359927,118.6431064,5.080276
78,198901,1989,67,31,C-05,55.64933,-165.16783,10130,115.77884745,365.60641733,5.144678
78,198901,1989,68,50,A-03,55.02483,-166.32267,10130,10.543481803,71.688898398,4.850604
78,198901,1989,69,50,B-03,55.34467,-166.35517,10130,20.396170774,238.63365039,5.0383432
78,198901,1989,70,50,C-03,55.67617,-166.38817,10130,25.339343462,222.10303628,4.6779568
78,198901,1989,71,50,D-03,56.00633,-166.40817,10130,53.955046437,407.7044736,4.075867
78,198901,1989,72,31,E-03,56.33617,-166.40167,10130,11.575672404,45.799368719,4.463505
78,198901,1989,73,31,F-03,56.68383,-166.44117,10130,7.4186744626,23.231999695,4.53573
78,198901,1989,74,31,G-03,56.99600,-166.46483,10130,49.609852136,110.93285545,4.654464
78,198901,1989,75,31,H-03,57.39150,-166.48817,10130,1.7250846952,6.1805432099,4.432824
78,198901,1989,76,31,I-03,57.67467,-166.50033,10130,5.3988136253,32.084969544,4.072432
78,198901,1989,77,31,J-03,58.00617,-166.51617,10130,2.4899224996,13.059421058,4.760602
78,198901,1989,78,10,K-03,58.34133,-166.55017,10130,0.1394423581,1.0253114564,4.11091
78,198901,1989,78,10,K-03,58.34133,-166.55017,10130,0.0233258356,0.2563278641,4.11091
78,198901,1989,79,20,L-03,58.66350,-166.56400,10130,0.2420338647,0.5079409543,4.149068
78,198901,1989,80,20,M-03,59.00650,-166.58167,10130,0,0,3.577266
78,198901,1989,81,20,N-03,59.30700,-166.60683,10130,0,0,2.806784
78,198901,1989,83,50,B-01,55.33767,-167.54867,10130,8.5536864109,65.566231982,3.503564
78,198901,1989,84,50,C-01,55.67667,-167.57117,10130,21.765033207,208.7135062,4.119774
78,198901,1989,85,50,D-01,56.00150,-167.60633,10130,41.436626529,356.95825873,3.790368
78,198901,1989,86,50,E-01,56.31650,-167.64583,10130,17.961745712,108.40959191,4.646158
78,198901,1989,87,31,F-01,56.65550,-167.65583,10130,6.3091506102,25.072635365,5.295468
78,198901,1989,88,31,G-01,57.00333,-167.71433,10130,5.9990620333,17.856687329,5.37
78,198901,1989,89,31,H-01,57.31833,-167.73667,10130,29.092131698,54.373736095,5.310008
78,198901,1989,90,31,I-01,57.68283,-167.75500,10130,0.1060971888,0.8504784672,4.9559904
78,198901,1989,91,41,J-01,57.98967,-167.77583,10130,6.1431254479,22.926070299,4.963956
78,198901,1989,92,41,K-01,58.32100,-167.83200,10130,2.3910647141,6.6449227812,4.75735
78,198901,1989,93,20,L-01,58.65733,-167.87517,10130,0.7513941044,1.9878150911,4.7709
78,198901,1989,94,20,M-01,58.99300,-167.88600,10130,0,0,4.680017
78,198901,1989,95,20,N-01,59.31933,-167.91983,10130,0,0,4.655892
78,198901,1989,96,20,O-01,59.68733,-167.94900,10130,0,0,4.266036
78,198901,1989,97,20,P-01,59.99267,-168.00000,10130,0,0,4.275024
78,198901,1989,98,20,Q-19,60.31200,-169.33383,10130,0,0,4.43081
78,198901,1989,99,20,P-19,60.01017,-169.31383,10130,0,0,4.605924
78,198901,1989,100,20,O-19,59.65583,-169.26333,10130,0,0,4.807296
78,198901,1989,101,20,N-19,59.35583,-169.22383,10130,0,0,4.867965
78,198901,1989,102,41,M-19,59.02050,-169.16517,10130,0.082502748,2.7273635702,4.636305
78,198901,1989,103,41,L-19,58.68267,-169.16183,10130,2.4132516038,4.8946020183,4.951585
78,198901,1989,103,41,L-19,58.68267,-169.16183,10130,0.7335518764,2.5537054008,4.951585
78,198901,1989,104,41,K-19,58.34883,-169.10917,10130,2.4783930851,14.4332376,2.044222
78,198901,1989,104,41,K-19,58.34883,-169.10917,10130,0.7716627388,4.1237821715,2.044222
78,198901,1989,105,42,J-19,57.93600,-169.05750,10130,1.4489079808,4.6911914273,4.717044
78,198901,1989,106,42,JI2019,57.83767,-169.35233,10130,0.1204278213,1.3282480289,4.759988
78,198901,1989,107,42,I-19,57.66567,-169.06067,10130,3.6085592415,7.4294777212,3.403978
78,198901,1989,108,42,IH2019,57.50667,-169.38833,10130,19.004115842,34.257698817,3.075924
78,198901,1989,109,42,H-19,57.33000,-168.99500,10130,0.3492700907,0.923994949,3.421255
78,198901,1989,110,42,HG2019,57.14133,-169.31817,10130,37.182961838,67.936984667,4.916848
78,198901,1989,111,32,G-19,57.00100,-168.96783,10130,2.7254544876,7.590033384,3.331972
78,198901,1989,112,32,GF2019,56.83217,-169.25933,10130,8.1727353241,24.331866991,3.421255
78,198901,1989,113,32,F-19,56.66367,-168.91467,10130,6.2732505229,19.640563449,3.86289
78,198901,1989,114,50,E-19,56.35467,-168.87433,10130,23.546696867,48.246674827,2.271432
78,198901,1989,115,50,E-21,56.34567,-170.06617,10130,20.422631589,222.44062842,5.305639
78,198901,1989,116,42,F-21,56.65850,-170.10833,10130,13.275537354,79.839584901,5.1341094
78,198901,1989,117,42,GF2221,56.83883,-170.45183,10130,34.742956303,130.67833432,4.9430007
78,198901,1989,118,42,G-21,57.00850,-170.18983,10130,1.2951312797,3.4873948966,4.834512
78,198901,1989,119,42,HG2221,57.13150,-170.49867,10130,0,0,4.5132125
78,198901,1989,120,42,H-21,57.33533,-170.23900,10130,0,0,4.816434
78,198901,1989,121,42,IH2221,57.51050,-170.56783,10130,3.4449849898,11.083548754,5.799423
78,198901,1989,122,42,I-21,57.65850,-170.25117,10130,8.6540175087,26.032271152,3.076347
78,198901,1989,123,42,JI2221,57.83950,-170.61450,10130,26.451447374,55.098556292,3.308565
78,198901,1989,124,42,J-21,58.00583,-170.33167,10130,2.3959285882,7.3992819058,5.126804
78,198901,1989,125,41,K-21,58.36767,-170.37583,10130,1.3537696332,7.3563013758,5.013515
78,198901,1989,125,41,K-21,58.36767,-170.37583,10130,0.085753456,0.4203600786,5.013515
78,198901,1989,126,41,L-21,58.66083,-170.44083,10130,0.4311727625,2.6857910459,5.100408
78,198901,1989,126,41,L-21,58.66083,-170.44083,10130,0.07499555,0.4131986225,5.100408
78,198901,1989,127,41,M-21,59.02733,-170.49033,10130,1.0092786018,3.6374255312,4.9248
78,198901,1989,128,41,N-21,59.34817,-170.54383,10130,0.757690123,2.7490850124,4.982978
78,198901,1989,128,41,N-21,59.34817,-170.54383,10130,4.9591378943,11.419276205,4.982978
78,198901,1989,129,41,O-21,59.66683,-170.57367,10130,0.4833429819,2.8148093787,5.240984
78,198901,1989,129,41,O-21,59.66683,-170.57367,10130,3.793759869,12.867700017,5.240984
78,198901,1989,130,41,P-21,59.98850,-170.63433,10130,0.0294110425,0.3249838948,6.48488
78,198901,1989,130,41,P-21,59.98850,-170.63433,10130,1.7467884344,4.0622986847,6.48488
78,198901,1989,132,41,Q-21,60.34483,-170.69717,10130,0.3611467155,2.0415303305,5.161524
78,198901,1989,132,41,Q-21,60.34483,-170.69717,10130,2.6948200363,16.332242644,5.161524
78,198901,1989,133,41,S-23,60.99317,-172.16917,10130,1.497449029,13.205849705,4.4684352
78,198901,1989,134,41,R-23,60.66283,-172.11500,10130,3.1358871539,19.68953843,4.816602
78,198901,1989,135,43,Q-23,60.34767,-172.05950,10130,0,0,4.350664
78,198901,1989,136,43,QP2423,60.17400,-172.31133,10130,0.0419630002,0.4636795599,4.545125
78,198901,1989,137,43,P-23,60.00983,-171.96533,10130,0.4802189448,1.2961375028,4.877912
78,198901,1989,137,43,P-23,60.00983,-171.96533,10130,1.9010016708,7.5608020997,4.877912
78,198901,1989,138,43,PO2423,59.80900,-172.25850,10130,1.9443633618,7.9300533936,4.916538
78,198901,1989,138,43,PO2423,59.80900,-172.25850,10130,5.5510373755,14.359826415,4.916538
78,198901,1989,139,43,O-23,59.67400,-171.93900,10130,0.1866937655,2.0583656615,5.119308
78,198901,1989,139,43,O-23,59.67400,-171.93900,10130,1.073643529,4.5284044552,5.119308
78,198901,1989,140,43,N-23,59.34667,-171.83450,10130,0.6503610213,4.4806133052,4.703556
78,198901,1989,140,43,N-23,59.34667,-171.83450,10130,0.5995060602,3.3604599789,4.703556
78,198901,1989,141,41,M-23,59.00433,-171.76467,10130,8.4420466178,37.26781143,4.7501703
78,198901,1989,141,41,M-23,59.00433,-171.76467,10130,0.2213885465,0.8873288436,4.7501703
78,198901,1989,142,41,L-23,58.68233,-171.70083,10130,9.1578470589,37.485442528,4.806924
78,198901,1989,143,41,K-23,58.31083,-171.64517,10130,43.347834303,173.39266589,3.172295
78,198901,1989,144,41,J-23,58.01683,-171.60500,10130,6.9738209872,40.504955772,4.83881
78,198901,1989,145,41,I-23,57.66700,-171.52917,10130,6.778432294,47.325595788,4.9430007
78,198901,1989,146,41,H-23,57.34367,-171.45133,10130,5.5642982661,27.134020148,4.621326
78,198901,1989,147,61,G-23,57.01250,-171.38517,10130,6.9219972459,34.782895421,5.241
78,198901,1989,148,61,F-23,56.64517,-171.34800,10130,9.8970451773,58.308812016,5.114298
78,198901,1989,149,61,F-24,56.66183,-171.97533,10130,4.6877693458,38.806037631,5.159268
78,198901,1989,150,61,F-25,56.67317,-172.55533,10130,2.1003067987,23.151993973,5.0065444
78,198901,1989,151,61,G-25,56.99083,-172.63683,10130,48.994382296,110.55683552,5.5948222
78,198901,1989,152,61,H-25,57.35567,-172.66067,10130,118.87332789,301.47347599,4.690695
78,198901,1989,153,61,I-25,57.65283,-172.78483,10130,17.284287648,99.909177158,4.819973
78,198901,1989,154,61,J-25,57.98600,-172.86033,10130,15.461305935,54.353660865,4.788527
78,198901,1989,155,61,K-25,58.32133,-172.91233,10130,35.844378918,61.12317964,3.137612
78,198901,1989,156,61,L-25,58.65950,-172.99550,10130,5.4818391276,11.144780945,3.025605
78,198901,1989,157,61,M-25,59.02833,-173.08317,10130,0.5267522003,5.0226669869,3.356753
78,198901,1989,158,43,N-25,59.35283,-173.16667,10130,1.5059341202,5.2691886642,1.999816
78,198901,1989,159,43,ON2625,59.49300,-173.45633,10130,2.9491556038,15.481131778,2.041984
78,198901,1989,160,43,O-25,59.67000,-173.25267,10130,1.4229323397,5.3780119926,2.35122
78,198901,1989,161,43,PO2625,59.83483,-173.52867,10130,10.620107584,63.968995725,2.52032
78,198901,1989,162,43,P-25,59.98917,-173.30150,10130,3.4902469372,18.192454276,4.2862176
78,198901,1989,163,43,QP2625,60.15717,-173.56100,10130,8.2520927593,43.045922008,3.8922336
78,198901,1989,164,43,Q-25,60.31350,-173.42283,10130,2.206411268,19.458796092,1.9494869
78,198901,1989,165,41,R-25,60.68183,-173.49650,10130,0.6673925035,4.9045237682,2.7930602
78,198901,1989,166,41,R-26,60.65767,-174.10783,10130,5.3947120897,30.095015451,4.3767247
78,198901,1989,167,41,R-27,60.64933,-174.79050,10130,13.832099205,117.28895067,1.9765116
78,198901,1989,168,43,QP2726,60.15933,-174.33617,10130,4.2239345834,41.976390286,4.3679529
78,198901,1989,169,62,PO2726,59.84133,-174.22133,10130,2.6781260382,22.073983418,1.909471
78,198901,1989,170,62,O-26,59.67000,-173.88783,10130,1.8473627304,13.893547506,2.199473
78,198901,1989,171,61,K-27,58.31517,-174.26883,10130,4.8604973492,7.2166117396,4.818528
78,198901,1989,172,61,L-27,58.68300,-174.26850,10130,113.51952078,254.51698282,4.68666
78,198901,1989,173,61,M-27,59.00883,-174.36233,10130,25.273387385,43.541237459,2.976721
78,198901,1989,174,62,N-27,59.33583,-174.36117,10130,9.9024496838,9.6006551754,2.524415
78,198901,1989,175,62,O-27,59.67317,-174.44950,10130,2.8453614797,10.052859948,2.6205
78,198901,1989,175,62,O-27,59.67317,-174.44950,10130,0.072782706,0.4021143979,2.6205
78,198901,1989,176,62,P-27,60.00700,-174.59733,10130,0.6951158911,7.6620245194,4.950998
78,198901,1989,176,62,P-27,60.00700,-174.59733,10130,0.0676812166,1.0641700721,4.950998
78,198901,1989,177,62,Q-27,60.30683,-174.70733,10130,4.0429221554,12.566499533,4.528071
78,198901,1989,177,62,Q-27,60.30683,-174.70733,10130,3.367356449,32.579813604,4.528071
78,198901,1989,178,82,S-27,61.05683,-174.93450,10130,0.6719848737,7.2942727133,4.6227645
78,198901,1989,178,82,S-27,61.05683,-174.93450,10130,6.3380391498,44.221528325,4.6227645
78,198901,1989,179,82,T-27,61.34867,-175.00550,10130,0.2861693639,1.0513202201,5.011512
78,198901,1989,179,82,T-27,61.34867,-175.00550,10130,3.3381519628,31.329342559,5.011512
78,198901,1989,180,82,U-27,61.65833,-174.98533,10130,0.0197811583,0.2173753657,4.847563
78,198901,1989,180,82,U-27,61.65833,-174.98533,10130,5.0285443342,41.083944113,4.847563
78,198901,1989,181,82,V-26,61.93633,-174.60633,10130,7.8880646521,58.494516911,3.999186
78,198901,1989,182,82,V-25,61.99133,-173.93650,10130,3.3158473696,22.166962005,4.4684352
78,198901,1989,183,82,V-27,61.99867,-175.15850,10130,6.088293934,58.059063048,5.0637
78,198901,1989,184,82,V-28,62.00017,-176.02867,10130,8.8731058666,68.98170071,5.117345
78,198901,1989,187,90,T-30,61.33117,-176.98883,10130,0.4890930217,4.3129896095,4.886359
78,198901,1989,187,90,T-30,61.33117,-176.98883,10130,1.7021213494,16.605009997,4.886359
78,198901,1989,188,90,T-29,61.32900,-176.31500,10130,1.9022131657,16.870001469,4.372368
78,198901,1989,188,90,T-29,61.32900,-176.31500,10130,3.0498552656,30.366002645,4.372368
78,198901,1989,189,90,T-28,61.28667,-175.78933,10130,1.0521537468,11.439907848,3.3159942
78,198901,1989,189,90,T-28,61.28667,-175.78933,10130,5.7657135553,58.152864893,3.3159942
78,198901,1989,190,61,R-29,60.66467,-176.23683,10130,0.5025691336,5.5397832191,4.755334
78,198901,1989,190,61,R-29,60.66467,-176.23683,10130,0.904535804,12.187523082,4.755334
78,198901,1989,191,61,R-30,60.66667,-176.78450,10130,1.9741928173,23.502295444,4.8422506
78,198901,1989,191,61,R-30,60.66667,-176.78450,10130,0.3947515179,5.2227323209,4.8422506
78,198901,1989,192,61,R-31,60.66483,-177.49233,10130,0.2972480007,3.8054509332,4.984254
78,198901,1989,192,61,R-31,60.66483,-177.49233,10130,0.6904779304,4.8625206369,4.984254
78,198901,1989,193,61,R-32,60.65067,-178.13533,10130,0,0,5.280066
78,198901,1989,195,61,P-32,60.00933,-177.90467,10130,4.2961681907,24.62530268,5.0065444
78,198901,1989,196,61,P-31,60.00100,-177.21000,10130,3.2098722619,45.12568839,5.1372728
78,198901,1989,197,61,P-30,59.99950,-176.67500,10130,6.7396971057,54.012349444,5.24799
78,198901,1989,198,61,P-29,60.00333,-175.92883,10130,4.3243694074,61.838053095,4.9076148
78,198901,1989,199,61,P-28,60.00850,-175.23483,10130,1.1582905232,18.095147907,5.241
78,198901,1989,200,61,N-28,59.33383,-175.14967,10130,6.1519041434,50.349224695,4.646158
78,198901,1989,201,61,N-29,59.33467,-175.75150,10130,1.7332340703,42.875439064,4.743321
78,198901,1989,203,61,N-30,59.31567,-176.50383,10130,10.142033312,29.389020192,4.4818642
78,198901,1989,204,61,N-31,59.25633,-176.94050,10130,97.476998029,262.24747345,3.531924
78,198901,1989,205,61,M-32,59.00383,-177.61483,10130,32.159701273,117.74824292,5.0383432
78,198901,1989,206,61,M-31,58.93717,-176.76350,10130,23.529764627,113.42957127,5.1372728
37,199001,1990,4,10,G-15,57.01150,-159.09900,10130,0.1642686662,0.483143136,4.13956
37,199001,1990,5,10,H-15,57.33517,-159.06583,10130,0.4269520604,1.1477205925,4.356461
37,199001,1990,6,10,I-15,57.66467,-159.02933,10130,0.0517603065,0.4560379424,4.3856
37,199001,1990,7,10,J-15,57.96183,-158.97300,10130,0.4952986537,1.2603019179,2.380382
37,199001,1990,10,10,K-13,58.24167,-160.17217,10130,0,0,2.535507
37,199001,1990,11,10,J-13,57.99683,-160.18750,10130,2.1360642381,3.2636581178,4.289665
37,199001,1990,12,31,I-13,57.67317,-160.26300,10130,4.1765900555,9.0495423986,4.420113
37,199001,1990,13,31,H-13,57.34650,-160.26033,10130,3.1132631297,7.9708038312,4.516483
37,199001,1990,15,31,G-13,56.94900,-160.29667,10130,6.4160485445,18.079967056,4.701336
37,199001,1990,16,31,F-11,56.66817,-161.51450,10130,42.366777252,193.49647274,4.692592
37,199001,1990,17,31,G-11,56.99600,-161.54950,10130,29.499240189,97.804779418,4.5498799
37,199001,1990,18,31,H-11,57.33950,-161.52783,10130,19.904373828,64.658879151,4.639734
37,199001,1990,19,10,I-11,57.66767,-161.49600,10130,9.2184861693,21.946599352,4.374254
37,199001,1990,20,10,J-11,57.98933,-161.47150,10130,9.0107574981,14.189411813,4.15803
37,199001,1990,21,10,K-11,58.30800,-161.39550,10130,0.7291913407,1.4290864101,2.798991
37,199001,1990,22,10,L-09,58.63850,-162.66633,10130,0,0,4.24855
37,199001,1990,23,10,K-09,58.33900,-162.70667,10130,0,0,4.062405
37,199001,1990,24,10,J-09,58.01233,-162.75167,10130,1.9382547341,3.1487080851,4.446268
37,199001,1990,25,10,I-09,57.67050,-162.75400,10130,11.041904358,17.723420261,4.683069
37,199001,1990,26,10,H-09,57.34383,-162.76883,10130,11.084877185,17.886767816,4.47258
37,199001,1990,27,31,G-09,57.00067,-162.77733,10130,14.24911965,42.715989396,4.494804
37,199001,1990,28,31,F-09,56.66850,-162.76617,10130,18.649460238,49.246302519,4.36581
37,199001,1990,30,31,E-09,56.32750,-162.80283,10130,14.521453988,50.02881488,4.657316
